"GEO_ID","NAME","B19101_001E","B19101_001M","B19101_002E","B19101_002M","B19101_003E","B19101_003M","B19101_004E","B19101_004M","B19101_005E","B19101_005M","B19101_006E","B19101_006M","B19101_007E","B19101_007M","B19101_008E","B19101_008M","B19101_009E","B19101_009M","B19101_010E","B19101_010M","B19101_011E","B19101_011M","B19101_012E","B19101_012M","B19101_013E","B19101_013M","B19101_014E","B19101_014M","B19101_015E","B19101_015M","B19101_016E","B19101_016M","B19101_017E","B19101_017M"
"1500000US720019568001","Block Group 1, Census Tract 9568, Adjuntas Municipio, Puerto Rico","408","103","96","46","61","45","105","68","17","18","12","20","15","25","51","49","19","22","18","30","0","14","14","23","0","14","0","14","0","14","0","14","0","14"
"1500000US720019568002","Block Group 2, Census Tract 9568, Adjuntas Municipio, Puerto Rico","578","113","141","69","97","65","78","58","0","14","110","66","59","49","24","28","9","13","12","20","22","26","26","29","0","14","0","14","0","14","0","14","0","14"
"1500000US720034301001","Block Group 1, Census Tract 4301, Aguada Municipio, Puerto Rico","362","101","96","59","54","39","18","29","43","40","24","38","46","44","16","24","38","35","16","25","11","17","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720034301002","Block Group 2, Census Tract 4301, Aguada Municipio, Puerto Rico","445","117","32","37","41","38","93","61","20","32","53","43","15","24","87","65","33","53","8","12","23","38","15","23","25","31","0","14","0","14","0","14","0","14"
"1500000US720034301003","Block Group 3, Census Tract 4301, Aguada Municipio, Puerto Rico","179","78","63","54","0","14","8","12","7","12","0","14","0","14","0","14","0","14","43","54","0","14","28","32","0","14","0","14","8","12","22","36","0","14"
"1500000US720034302001","Block Group 1, Census Tract 4302, Aguada Municipio, Puerto Rico","478","144","99","94","104","86","16","24","44","52","23","36","95","81","0","14","22","37","0","14","0","14","0","14","57","70","18","29","0","14","0","14","0","14"
"1500000US720034302002","Block Group 2, Census Tract 4302, Aguada Municipio, Puerto Rico","200","98","90","74","31","38","0","14","42","53","0","14","0","14","37","42","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720034302003","Block Group 3, Census Tract 4302, Aguada Municipio, Puerto Rico","126","73","56","64","0","14","0","14","14","22","0","14","0","14","33","40","0","14","23","36","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720034302004","Block Group 4, Census Tract 4302, Aguada Municipio, Puerto Rico","375","133","155","91","24","40","50","57","0","14","0","14","0","14","20","31","0","14","13","20","22","34","60","66","31","51","0","14","0","14","0","14","0","14"
"1500000US720034303001","Block Group 1, Census Tract 4303, Aguada Municipio, Puerto Rico","178","78","59","46","52","31","0","14","0","14","13","20","17","28","0","14","0","14","0","14","0","14","21","36","0","14","16","26","0","14","0","14","0","14"
"1500000US720034303002","Block Group 2, Census Tract 4303, Aguada Municipio, Puerto Rico","177","76","62","47","40","48","36","41","0","14","0","14","20","23","0","14","0","14","0","14","19","21","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720034303003","Block Group 3, Census Tract 4303, Aguada Municipio, Puerto Rico","244","86","110","65","27","34","9","14","15","24","28","35","13","22","0","14","0","14","16","17","17","26","0","14","9","14","0","14","0","14","0","14","0","14"
"1500000US720034304011","Block Group 1, Census Tract 4304.01, Aguada Municipio, Puerto Rico","338","107","35","40","41","38","69","57","36","34","18","30","0","14","24","28","57","56","0","14","25","29","33","41","0","14","0","14","0","14","0","14","0","14"
"1500000US720034304012","Block Group 2, Census Tract 4304.01, Aguada Municipio, Puerto Rico","383","104","150","72","74","69","48","39","24","28","15","25","0","14","11","17","30","34","0","14","0","14","31","35","0","14","0","14","0","14","0","14","0","14"
"1500000US720034304013","Block Group 3, Census Tract 4304.01, Aguada Municipio, Puerto Rico","360","111","53","49","42","52","32","38","37","31","20","31","51","58","37","35","0","14","14","21","42","38","14","23","0","14","18","30","0","14","0","14","0","14"
"1500000US720034304021","Block Group 1, Census Tract 4304.02, Aguada Municipio, Puerto Rico","362","102","90","52","45","53","61","45","50","41","15","24","20","23","30","34","0","14","28","33","12","21","11","18","0","14","0","14","0","14","0","14","0","14"
"1500000US720034304022","Block Group 2, Census Tract 4304.02, Aguada Municipio, Puerto Rico","456","119","101","65","88","52","63","53","83","55","24","27","29","33","0","14","23","36","27","44","9","14","0","14","0","14","0","14","0","14","9","14","0","14"
"1500000US720034304023","Block Group 3, Census Tract 4304.02, Aguada Municipio, Puerto Rico","316","89","88","49","47","42","56","44","17","26","22","27","0","14","16","27","18","29","0","14","19","31","0","14","0","14","0","14","9","14","24","37","0","14"
"1500000US720034305011","Block Group 1, Census Tract 4305.01, Aguada Municipio, Puerto Rico","230","102","60","44","42","47","59","74","0","14","0","14","27","44","0","14","0","14","0","14","0","14","16","26","26","42","0","14","0","14","0","14","0","14"
"1500000US720034305012","Block Group 2, Census Tract 4305.01, Aguada Municipio, Puerto Rico","284","108","0","14","38","45","42","47","23","37","45","51","51","59","0","14","40","65","0","14","0","14","0","14","45","52","0","14","0","14","0","14","0","14"
"1500000US720034305013","Block Group 3, Census Tract 4305.01, Aguada Municipio, Puerto Rico","227","129","0","14","0","14","0","14","0","14","13","20","31","51","0","14","0","14","0","14","109","110","0","14","33","54","41","47","0","14","0","14","0","14"
"1500000US720034305014","Block Group 4, Census Tract 4305.01, Aguada Municipio, Puerto Rico","501","150","54","50","22","35","124","93","38","41","45","53","0","14","0","14","25","39","49","57","25","41","0","14","24","38","43","70","32","49","20","33","0","14"
"1500000US720034305021","Block Group 1, Census Tract 4305.02, Aguada Municipio, Puerto Rico","692","136","274","102","139","73","98","61","15","22","15","23","40","30","8","13","26","42","23","37","41","42","0","14","13","21","0","14","0","14","0","14","0","14"
"1500000US720034305022","Block Group 2, Census Tract 4305.02, Aguada Municipio, Puerto Rico","533","125","117","71","40","29","48","46","16","25","79","47","118","73","19","29","11","18","0","14","0","14","17","26","20","32","48","56","0","14","0","14","0","14"
"1500000US720034306011","Block Group 1, Census Tract 4306.01, Aguada Municipio, Puerto Rico","377","111","93","66","36","33","67","48","43","43","15","25","64","60","0","14","0","14","0","14","24","28","0","14","35","40","0","14","0","14","0","14","0","14"
"1500000US720034306012","Block Group 2, Census Tract 4306.01, Aguada Municipio, Puerto Rico","327","92","93","69","51","49","24","28","30","25","49","39","8","12","31","36","0","14","0","14","11","18","21","33","0","14","0","14","0","14","9","13","0","14"
"1500000US720034306013","Block Group 3, Census Tract 4306.01, Aguada Municipio, Puerto Rico","106","62","14","21","0","14","22","27","26","28","21","35","12","20","0","14","0","14","11","18","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720034306014","Block Group 4, Census Tract 4306.01, Aguada Municipio, Puerto Rico","251","70","60","47","93","55","43","32","0","14","32","37","0","14","0","14","0","14","23","36","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720034306021","Block Group 1, Census Tract 4306.02, Aguada Municipio, Puerto Rico","266","94","140","67","48","46","13","21","32","37","12","19","0","14","0","14","0","14","0","14","0","14","12","20","0","14","9","15","0","14","0","14","0","14"
"1500000US720034306022","Block Group 2, Census Tract 4306.02, Aguada Municipio, Puerto Rico","633","138","90","65","31","35","66","51","67","56","67","54","32","35","60","48","0","14","68","57","46","42","49","47","23","36","34","40","0","14","0","14","0","14"
"1500000US720039900000","Block Group 0, Census Tract 9900, Aguada Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720054001001","Block Group 1, Census Tract 4001, Aguadilla Municipio, Puerto Rico","279","117","0","14","33","40","39","45","23","38","0","14","0","14","0","14","0","14","0","14","131","88","53","62","0","14","0","14","0","14","0","14","0","14"
"1500000US720054001002","Block Group 2, Census Tract 4001, Aguadilla Municipio, Puerto Rico","107","87","36","58","23","36","20","32","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","28","45","0","14","0","14","0","14","0","14"
"1500000US720054001003","Block Group 3, Census Tract 4001, Aguadilla Municipio, Puerto Rico","291","107","81","79","0","14","22","36","0","14","79","79","0","14","0","14","0","14","0","14","16","25","46","57","47","55","0","14","0","14","0","14","0","14"
"1500000US720054001004","Block Group 4, Census Tract 4001, Aguadilla Municipio, Puerto Rico","369","153","115","98","88","69","15","24","92","76","59","67","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720054001005","Block Group 5, Census Tract 4001, Aguadilla Municipio, Puerto Rico","277","129","168","95","15","25","0","14","0","14","63","70","0","14","0","14","0","14","0","14","0","14","31","48","0","14","0","14","0","14","0","14","0","14"
"1500000US720054003001","Block Group 1, Census Tract 4003, Aguadilla Municipio, Puerto Rico","372","98","69","51","27","26","36","41","10","17","0","14","10","15","24","30","17","19","38","35","8","14","59","49","37","42","29","33","8","13","0","14","0","14"
"1500000US720054003002","Block Group 2, Census Tract 4003, Aguadilla Municipio, Puerto Rico","384","110","54","45","0","14","43","43","25","40","8","13","47","44","0","14","17","19","34","39","24","29","68","57","47","37","17","28","0","14","0","14","0","14"
"1500000US720054004001","Block Group 1, Census Tract 4004, Aguadilla Municipio, Puerto Rico","349","109","210","98","19","29","75","62","0","14","11","19","0","14","13","22","0","14","0","14","13","21","0","14","0","14","0","14","8","13","0","14","0","14"
"1500000US720054004002","Block Group 2, Census Tract 4004, Aguadilla Municipio, Puerto Rico","306","90","39","44","96","67","0","14","12","19","30","33","28","33","43","42","13","22","0","14","14","23","12","20","19","31","0","14","0","14","0","14","0","14"
"1500000US720054004003","Block Group 3, Census Tract 4004, Aguadilla Municipio, Puerto Rico","399","120","134","76","38","36","54","47","28","32","0","14","13","21","36","41","0","14","12","20","13","20","16","24","12","20","13","20","9","14","21","33","0","14"
"1500000US720054005011","Block Group 1, Census Tract 4005.01, Aguadilla Municipio, Puerto Rico","720","137","104","68","55","46","48","42","164","78","36","40","32","39","32","29","26","30","52","39","37","42","53","39","21","24","0","14","25","21","15","25","20","24"
"1500000US720054005012","Block Group 2, Census Tract 4005.01, Aguadilla Municipio, Puerto Rico","303","81","162","52","64","53","0","14","40","44","30","34","0","14","0","14","0","14","0","14","7","12","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720054005021","Block Group 1, Census Tract 4005.02, Aguadilla Municipio, Puerto Rico","674","154","108","76","58","68","67","76","30","47","96","83","0","14","59","68","0","14","75","62","29","47","25","41","74","72","31","49","22","35","0","14","0","14"
"1500000US720054005022","Block Group 2, Census Tract 4005.02, Aguadilla Municipio, Puerto Rico","592","156","158","105","162","103","0","14","0","14","0","14","46","55","0","14","91","76","0","14","0","14","48","55","87","83","0","14","0","14","0","14","0","14"
"1500000US720054005023","Block Group 3, Census Tract 4005.02, Aguadilla Municipio, Puerto Rico","406","126","322","118","0","14","84","66","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720054006001","Block Group 1, Census Tract 4006, Aguadilla Municipio, Puerto Rico","225","81","130","73","51","36","35","38","0","14","0","14","0","14","0","14","9","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720054006002","Block Group 2, Census Tract 4006, Aguadilla Municipio, Puerto Rico","239","81","37","42","36","40","18","19","30","27","11","18","12","19","0","14","33","40","10","15","9","14","33","36","0","14","10","15","0","14","0","14","0","14"
"1500000US720054006003","Block Group 3, Census Tract 4006, Aguadilla Municipio, Puerto Rico","270","84","152","70","33","38","63","53","0","14","0","14","0","14","0","14","0","14","14","23","0","14","8","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720054007001","Block Group 1, Census Tract 4007, Aguadilla Municipio, Puerto Rico","389","97","49","36","33","34","19","30","25","38","10","16","35","40","11","16","20","32","37","35","26","32","38","37","43","39","17","21","8","12","18","28","0","14"
"1500000US720054007002","Block Group 2, Census Tract 4007, Aguadilla Municipio, Puerto Rico","199","86","139","76","15","24","0","14","0","14","0","14","0","14","11","18","0","14","0","14","0","14","0","14","0","14","0","14","17","28","0","14","17","28"
"1500000US720054007003","Block Group 3, Census Tract 4007, Aguadilla Municipio, Puerto Rico","182","71","27","24","8","13","0","14","54","50","0","14","18","21","17","19","8","12","0","14","9","14","9","15","24","40","8","14","0","14","0","14","0","14"
"1500000US720054008001","Block Group 1, Census Tract 4008, Aguadilla Municipio, Puerto Rico","164","64","55","38","38","27","31","31","14","22","10","17","16","17","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720054008002","Block Group 2, Census Tract 4008, Aguadilla Municipio, Puerto Rico","78","43","33","29","9","15","20","21","0","14","5","8","0","14","11","17","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720054009001","Block Group 1, Census Tract 4009, Aguadilla Municipio, Puerto Rico","586","119","288","90","26","23","48","44","64","46","26","32","48","46","38","45","18","29","0","14","30","34","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720054009002","Block Group 2, Census Tract 4009, Aguadilla Municipio, Puerto Rico","27","31","18","28","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","9","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720054010001","Block Group 1, Census Tract 4010, Aguadilla Municipio, Puerto Rico","155","52","47","35","51","36","27","25","11","12","0","14","0","14","0","14","0","14","0","14","19","21","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720054010002","Block Group 2, Census Tract 4010, Aguadilla Municipio, Puerto Rico","204","52","76","40","36","33","23","23","0","14","33","30","12","13","0","14","0","14","0","14","6","8","12","19","0","14","0","14","6","9","0","14","0","14"
"1500000US720054011001","Block Group 1, Census Tract 4011, Aguadilla Municipio, Puerto Rico","323","81","145","58","61","38","16","20","6","9","10","11","27","23","38","31","0","14","9","15","6","9","0","14","5","7","0","14","0","14","0","14","0","14"
"1500000US720054012001","Block Group 1, Census Tract 4012, Aguadilla Municipio, Puerto Rico","573","126","157","89","38","52","56","55","26","30","19","21","78","64","30","29","67","46","13","20","34","32","27","30","11","16","17","27","0","14","0","14","0","14"
"1500000US720054012002","Block Group 2, Census Tract 4012, Aguadilla Municipio, Puerto Rico","400","103","55","52","23","25","56","40","23","28","70","58","29","34","0","14","60","48","19","29","17","28","29","32","0","14","0","14","0","14","0","14","19","32"
"1500000US720054013011","Block Group 1, Census Tract 4013.01, Aguadilla Municipio, Puerto Rico","200","72","40","38","62","50","0","14","12","19","17","19","0","14","0","14","0","14","16","25","33","28","0","14","20","22","0","14","0","14","0","14","0","14"
"1500000US720054013012","Block Group 2, Census Tract 4013.01, Aguadilla Municipio, Puerto Rico","290","91","124","74","50","43","10","15","7","11","34","32","34","38","0","14","0","14","31","38","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720054013013","Block Group 3, Census Tract 4013.01, Aguadilla Municipio, Puerto Rico","739","145","351","103","95","62","51","45","44","43","27","25","55","52","26","30","8","13","15","23","8","13","29","34","0","14","30","30","0","14","0","14","0","14"
"1500000US720054013021","Block Group 1, Census Tract 4013.02, Aguadilla Municipio, Puerto Rico","244","115","31","51","0","14","31","51","54","62","20","32","24","39","0","14","0","14","24","38","38","61","0","14","22","37","0","14","0","14","0","14","0","14"
"1500000US720054013022","Block Group 2, Census Tract 4013.02, Aguadilla Municipio, Puerto Rico","479","164","125","100","24","40","32","50","61","69","29","46","36","42","0","14","0","14","21","34","62","74","22","36","46","51","0","14","21","34","0","14","0","14"
"1500000US720054013023","Block Group 3, Census Tract 4013.02, Aguadilla Municipio, Puerto Rico","289","135","20","31","84","85","76","73","18","29","29","46","0","14","0","14","0","14","32","52","30","49","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720054013024","Block Group 4, Census Tract 4013.02, Aguadilla Municipio, Puerto Rico","447","142","30","48","59","67","125","98","14","22","57","56","0","14","32","51","27","42","21","33","0","14","65","62","0","14","0","14","0","14","0","14","17","27"
"1500000US720054014011","Block Group 1, Census Tract 4014.01, Aguadilla Municipio, Puerto Rico","226","81","23","28","0","14","0","14","50","45","52","47","13","20","31","35","29","34","0","14","13","21","0","14","15","25","0","14","0","14","0","14","0","14"
"1500000US720054014012","Block Group 2, Census Tract 4014.01, Aguadilla Municipio, Puerto Rico","309","101","130","76","23","27","26","30","22","26","49","58","16","24","21","24","14","21","0","14","8","13","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720054014013","Block Group 3, Census Tract 4014.01, Aguadilla Municipio, Puerto Rico","443","111","103","69","73","50","60","54","43","43","17","27","17","28","21","33","22","34","46","43","0","14","0","14","15","24","26","31","0","14","0","14","0","14"
"1500000US720054014021","Block Group 1, Census Tract 4014.02, Aguadilla Municipio, Puerto Rico","337","89","160","68","0","14","58","53","14","24","56","53","9","14","23","35","0","14","17","18","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720054014022","Block Group 2, Census Tract 4014.02, Aguadilla Municipio, Puerto Rico","338","94","67","50","50","40","52","50","12","18","0","14","0","14","0","14","28","32","38","35","34","40","28","32","17","27","0","14","0","14","0","14","12","21"
"1500000US720054014023","Block Group 3, Census Tract 4014.02, Aguadilla Municipio, Puerto Rico","264","91","41","37","28","33","24","29","0","14","0","14","24","27","31","35","10","16","20","31","27","31","12","19","28","34","19","31","0","14","0","14","0","14"
"1500000US720054014024","Block Group 4, Census Tract 4014.02, Aguadilla Municipio, Puerto Rico","219","69","19","30","0","14","29","24","0","14","35","39","32","38","12","20","0","14","0","14","15","23","31","35","0","14","32","38","0","14","0","14","14","23"
"1500000US720059900000","Block Group 0, Census Tract 9900, Aguadilla Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720072301001","Block Group 1, Census Tract 2301, Aguas Buenas Municipio, Puerto Rico","358","117","65","46","16","27","32","37","15","25","97","80","12","19","26","42","17","29","0","14","0","14","64","59","14","23","0","14","0","14","0","14","0","14"
"1500000US720072301002","Block Group 2, Census Tract 2301, Aguas Buenas Municipio, Puerto Rico","379","109","130","78","106","77","42","41","28","33","22","24","21","32","0","14","30","51","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720072301003","Block Group 3, Census Tract 2301, Aguas Buenas Municipio, Puerto Rico","251","101","82","55","24","37","13","22","0","14","0","14","0","14","22","35","47","45","0","14","23","37","0","14","19","33","0","14","0","14","21","35","0","14"
"1500000US720072302001","Block Group 1, Census Tract 2302, Aguas Buenas Municipio, Puerto Rico","717","190","164","124","0","14","40","46","32","47","95","86","41","68","16","25","100","76","0","14","115","96","47","55","44","71","0","14","23","36","0","14","0","14"
"1500000US720072302002","Block Group 2, Census Tract 2302, Aguas Buenas Municipio, Puerto Rico","352","141","68","80","23","37","34","55","40","46","56","68","0","14","34","52","0","14","28","43","69","55","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720072302003","Block Group 3, Census Tract 2302, Aguas Buenas Municipio, Puerto Rico","379","154","112","87","71","67","52","57","22","34","15","25","0","14","82","95","0","14","25","41","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720072303001","Block Group 1, Census Tract 2303, Aguas Buenas Municipio, Puerto Rico","388","114","181","92","18","22","53","44","33","37","0","14","0","14","0","14","48","45","18","28","19","22","9","14","0","14","9","15","0","14","0","14","0","14"
"1500000US720072303002","Block Group 2, Census Tract 2303, Aguas Buenas Municipio, Puerto Rico","256","94","46","41","10","13","27","44","32","30","6","11","31","39","20","33","39","35","0","14","0","14","11","18","22","35","0","14","12","20","0","14","0","14"
"1500000US720072304001","Block Group 1, Census Tract 2304, Aguas Buenas Municipio, Puerto Rico","384","101","108","81","28","23","34","32","7","11","56","52","15","23","0","14","0","14","82","63","31","36","16","23","0","14","0","14","0","14","0","14","7","12"
"1500000US720072304002","Block Group 2, Census Tract 2304, Aguas Buenas Municipio, Puerto Rico","366","113","53","47","58","56","108","65","22","35","24","37","41","65","21","25","0","14","17","29","9","13","13","21","0","14","0","14","0","14","0","14","0","14"
"1500000US720072304003","Block Group 3, Census Tract 2304, Aguas Buenas Municipio, Puerto Rico","461","110","86","53","50","43","61","55","17","27","24","26","32","37","52","49","24","28","32","37","0","14","18","28","0","14","39","36","12","21","14","23","0","14"
"1500000US720072305011","Block Group 1, Census Tract 2305.01, Aguas Buenas Municipio, Puerto Rico","608","140","256","111","45","51","49","43","55","51","102","61","0","14","0","14","0","14","0","14","10","16","53","44","13","21","0","14","0","14","0","14","25","28"
"1500000US720072305012","Block Group 2, Census Tract 2305.01, Aguas Buenas Municipio, Puerto Rico","430","124","33","39","27","44","78","59","151","84","14","22","10","15","0","14","0","14","44","52","10","17","18","28","30","36","0","14","0","14","15","25","0","14"
"1500000US720072305021","Block Group 1, Census Tract 2305.02, Aguas Buenas Municipio, Puerto Rico","210","89","44","52","53","50","0","14","0","14","15","24","14","23","0","14","20","31","13","21","8","12","43","58","0","14","0","14","0","14","0","14","0","14"
"1500000US720072305022","Block Group 2, Census Tract 2305.02, Aguas Buenas Municipio, Puerto Rico","511","136","54","48","90","67","52","51","92","56","44","43","14","23","43","51","13","20","21","33","67","54","12","21","0","14","9","15","0","14","0","14","0","14"
"1500000US720072305023","Block Group 3, Census Tract 2305.02, Aguas Buenas Municipio, Puerto Rico","156","69","68","54","30","35","24","27","0","14","0","14","11","18","0","14","16","25","0","14","7","11","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720092501001","Block Group 1, Census Tract 2501, Aibonito Municipio, Puerto Rico","421","132","93","69","0","14","133","92","23","36","53","61","0","14","0","14","17","26","0","14","41","48","26","42","35","54","0","14","0","14","0","14","0","14"
"1500000US720092501002","Block Group 2, Census Tract 2501, Aibonito Municipio, Puerto Rico","722","162","171","107","71","63","65","72","135","82","73","69","44","35","0","14","24","38","0","14","23","37","33","53","0","14","57","71","26","40","0","14","0","14"
"1500000US720092501003","Block Group 3, Census Tract 2501, Aibonito Municipio, Puerto Rico","572","139","33","51","102","83","109","93","35","58","79","70","0","14","80","77","0","14","40","45","24","40","46","52","0","14","24","39","0","14","0","14","0","14"
"1500000US720092502001","Block Group 1, Census Tract 2502, Aibonito Municipio, Puerto Rico","651","127","84","74","64","54","9","13","67","46","43","41","135","78","33","42","40","47","13","20","57","48","47","40","30","33","29","48","0","14","0","14","0","14"
"1500000US720092502002","Block Group 2, Census Tract 2502, Aibonito Municipio, Puerto Rico","482","113","27","31","80","56","89","61","11","18","46","44","14","23","31","34","16","25","27","31","78","53","52","42","11","19","0","14","0","14","0","14","0","14"
"1500000US720092503001","Block Group 1, Census Tract 2503, Aibonito Municipio, Puerto Rico","213","79","82","56","7","11","29","29","33","38","16","17","0","14","13","21","18","30","7","12","0","14","0","14","8","14","0","14","0","14","0","14","0","14"
"1500000US720092503002","Block Group 2, Census Tract 2503, Aibonito Municipio, Puerto Rico","375","103","86","46","26","33","8","13","63","51","46","38","31","33","7","12","34","39","0","14","32","29","0","14","15","25","17","26","0","14","0","14","10","15"
"1500000US720092504001","Block Group 1, Census Tract 2504, Aibonito Municipio, Puerto Rico","112","63","60","47","0","14","7","12","19","22","0","14","0","14","0","14","12","20","14","24","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720092504002","Block Group 2, Census Tract 2504, Aibonito Municipio, Puerto Rico","544","123","138","66","132","73","26","32","41","37","47","39","22","20","15","24","0","14","32","41","10","15","43","42","0","14","24","28","14","21","0","14","0","14"
