censusid,blockid,blockgroupname,total_population_edu,high_school_diploma,ged_credential,bachelors_degree,masters_degree,professional_degree,doctorate_degree,high_school_diploma_rate,ged_credential_rate,bachelors_degree_rate,masters_degree_rate,professional_degree_rate,doctorate_degree_rate,total_population_employ,labor_force_total,civilian_labor_force,employed_labor_force,unemployed_labor_force,armed_forces_labor_force,not_labor_force_total,labor_force_rate,civilian_labor_rate,employed_labor_rate,unemployed_labor_rate,armed_forces_labor_rate,not_labor_force_rate,total_population_income,income_less_10k,income_10k_15k,income_15k_20k,income_20k_25k,income_25k_30k,income_30k_35k,income_35k_40k,income_40k_45k,income_45k_50k,income_50k_60k,income_60k_75k,income_75k_100k,income_100k_125k,income_125k_150k,income_150k_200k,income_200k_more,median_earnings_total,median_earnings_male,median_earnings_male_fulltime,median_earnings_male_other,median_earnings_female,median_earnings_female_fulltime,median_earnings_female_other,total_households_poverty,below_poverty,below_poverty_family,below_poverty_family_married,below_poverty_family_other,below_poverty_family_other_male_no_spouse,below_poverty_family_other_female_no_spouse,below_poverty_nonfamily,below_poverty_nonfamily_male,below_poverty_nonfamily_female,above_poverty,above_poverty_family,above_poverty_family_married,above_poverty_family_other,above_poverty_family_other_male_no_spouse,above_poverty_family_other_female_no_spouse,above_poverty_nonfamily,above_poverty_nonfamily_male,above_poverty_nonfamily_female,below_poverty_rate,below_poverty_family_rate,below_poverty_family_married_rate,below_poverty_family_other_rate,below_poverty_family_other_male_no_spouse_rate,below_poverty_family_other_female_no_spouse_rate,below_poverty_nonfamily_rate,below_poverty_nonfamily_male_rate,below_poverty_nonfamily_female_rate,above_poverty_rate,above_poverty_family_rate,above_poverty_family_married_rate,above_poverty_family_other_rate,above_poverty_family_other_male_no_spouse_rate,above_poverty_family_other_female_no_spouse_rate,above_poverty_nonfamily_rate,above_poverty_nonfamily_male_rate,above_poverty_nonfamily_female_rate,total_population_assist,with_assistance,without_assistance,with_assistance_rate,without_assistance_rate
1500000US720019568001,720019568001,"Block Group 1, Census Tract 9568, Adjuntas Municipio, Puerto Rico",1357,486,30,163,23,0,0,0.358142962417097,0.0221075902726603,0.120117907148121,0.0169491525423729,0,0,1434,685,685,414,271,0,749,0.47768479776848,0.47768479776848,0.288702928870293,0.188981868898187,0,0.52231520223152,408,96,61,105,17,12,15,51,19,18,0,14,0,0,0,0,0,16452,12614,17786,5673,18011,20528,5658,613,425,284,171,113,11,102,141,76,65,188,124,105,19,8,11,64,34,30,0.693311582381729,0.463295269168026,0.278955954323002,0.184339314845024,0.0179445350734095,0.166394779771615,0.230016313213703,0.123980424143556,0.106035889070147,0.306688417618271,0.202283849918434,0.171288743882545,0.0309951060358891,0.0130505709624796,0.0179445350734095,0.104404567699837,0.0554649265905383,0.0489396411092985,613,307,306,0.500815660685155,0.499184339314845
1500000US720019568002,720019568002,"Block Group 2, Census Tract 9568, Adjuntas Municipio, Puerto Rico",1723,435,38,192,39,0,0,0.252466627974463,0.0220545560069646,0.111433546140453,0.0226349390597795,0,0,1960,645,645,546,99,0,1315,0.329081632653061,0.329081632653061,0.278571428571429,0.0505102040816327,0,0.670918367346939,578,141,97,78,0,110,59,24,9,12,22,26,0,0,0,0,0,14157,15887,,8207,9259,23333,7747,765,398,300,184,116,11,105,98,31,67,367,278,200,78,48,30,89,75,14,0.520261437908497,0.392156862745098,0.240522875816993,0.151633986928105,0.0143790849673203,0.137254901960784,0.128104575163399,0.0405228758169935,0.0875816993464052,0.479738562091503,0.363398692810458,0.261437908496732,0.101960784313725,0.0627450980392157,0.0392156862745098,0.116339869281046,0.0980392156862745,0.0183006535947712,765,379,386,0.495424836601307,0.504575163398693
1500000US720034301001,720034301001,"Block Group 1, Census Tract 4301, Aguada Municipio, Puerto Rico",942,355,0,105,0,0,0,0.376857749469214,0,0.111464968152866,0,0,0,1137,293,293,274,19,0,844,0.257695690413369,0.257695690413369,0.240985048372911,0.0167106420404573,0,0.742304309586632,362,96,54,18,43,24,46,16,38,16,11,0,0,0,0,0,0,9196,9576,,7902,,11696,3438,502,259,168,103,65,0,65,91,47,44,243,194,148,46,17,29,49,37,12,0.51593625498008,0.334661354581673,0.205179282868526,0.129482071713147,0,0.129482071713147,0.181274900398406,0.0936254980079681,0.0876494023904383,0.48406374501992,0.386454183266932,0.294820717131474,0.0916334661354582,0.0338645418326693,0.0577689243027888,0.097609561752988,0.0737051792828685,0.0239043824701195,502,249,253,0.49601593625498,0.50398406374502
1500000US720034301002,720034301002,"Block Group 2, Census Tract 4301, Aguada Municipio, Puerto Rico",1423,272,51,188,97,0,0,0.191145467322558,0.0358397751229796,0.132115249472944,0.0681658468025299,0,0,1575,812,812,781,31,0,763,0.515555555555556,0.515555555555556,0.495873015873016,0.0196825396825397,0,0.484444444444445,445,32,41,93,20,53,15,87,33,8,23,15,25,0,0,0,0,12977,12864,23060,6669,15208,23365,11190,614,290,150,133,17,0,17,140,74,66,324,295,202,93,25,68,29,29,0,0.472312703583062,0.244299674267101,0.216612377850163,0.0276872964169381,0,0.0276872964169381,0.228013029315961,0.120521172638437,0.107491856677524,0.527687296416938,0.480456026058632,0.328990228013029,0.151465798045603,0.0407166123778502,0.110749185667752,0.0472312703583062,0.0472312703583062,0,614,270,344,0.439739413680782,0.560260586319218
1500000US720034301003,720034301003,"Block Group 3, Census Tract 4301, Aguada Municipio, Puerto Rico",536,193,0,30,34,0,17,0.360074626865672,0,0.0559701492537313,0.0634328358208955,0,0.0317164179104478,656,278,278,266,12,0,378,0.423780487804878,0.423780487804878,0.405487804878049,0.0182926829268293,0,0.576219512195122,179,63,0,8,7,0,0,0,0,43,0,28,0,0,8,22,0,17524,17854,,6936,,,,289,124,63,26,37,0,37,61,13,48,165,116,104,12,0,12,49,34,15,0.429065743944637,0.217993079584775,0.0899653979238754,0.1280276816609,0,0.1280276816609,0.211072664359862,0.0449826989619377,0.166089965397924,0.570934256055363,0.401384083044983,0.359861591695502,0.041522491349481,0,0.041522491349481,0.169550173010381,0.117647058823529,0.0519031141868512,289,91,198,0.314878892733564,0.685121107266436
1500000US720034302001,720034302001,"Block Group 1, Census Tract 4302, Aguada Municipio, Puerto Rico",1513,454,0,218,77,41,0,0.300066093853272,0,0.144084600132188,0.0508922670191672,0.0270984798413748,0,1721,585,585,558,27,0,1136,0.339918651946543,0.339918651946543,0.324230098779779,0.0156885531667635,0,0.660081348053457,478,99,104,16,44,23,95,0,22,0,0,0,57,18,0,0,0,13600,17161,23615,,9679,18911,8569,797,414,247,95,152,33,119,167,70,97,383,231,125,106,63,43,152,19,133,0.519447929736512,0.3099121706399,0.119196988707654,0.190715181932246,0.041405269761606,0.14930991217064,0.209535759096612,0.0878293601003764,0.121706398996236,0.480552070263488,0.289836888331242,0.156838143036386,0.132998745294856,0.0790464240903388,0.0539523212045169,0.190715181932246,0.0238393977415307,0.166875784190715,797,421,376,0.52823086574655,0.47176913425345
1500000US720034302002,720034302002,"Block Group 2, Census Tract 4302, Aguada Municipio, Puerto Rico",537,116,15,0,13,0,0,0.216014897579143,0.0279329608938548,0,0.0242085661080075,0,0,594,184,184,123,61,0,410,0.30976430976431,0.30976430976431,0.207070707070707,0.102693602693603,0,0.69023569023569,200,90,31,0,42,0,0,37,0,0,0,0,0,0,0,0,0,6339,,,,,,,343,236,121,0,121,48,73,115,46,69,107,79,79,0,0,0,28,0,28,0.688046647230321,0.352769679300292,0,0.352769679300292,0.139941690962099,0.212827988338192,0.335276967930029,0.134110787172012,0.201166180758018,0.311953352769679,0.230320699708455,0.230320699708455,0,0,0,0.0816326530612245,0,0.0816326530612245,343,167,176,0.486880466472303,0.513119533527697
1500000US720034302003,720034302003,"Block Group 3, Census Tract 4302, Aguada Municipio, Puerto Rico",357,73,0,129,0,0,0,0.204481792717087,0,0.361344537815126,0,0,0,434,198,198,166,32,0,236,0.456221198156682,0.456221198156682,0.382488479262673,0.0737327188940092,0,0.543778801843318,126,56,0,0,14,0,0,33,0,23,0,0,0,0,0,0,0,14153,,,,,,,156,86,56,23,33,0,33,30,0,30,70,70,56,14,0,14,0,0,0,0.551282051282051,0.358974358974359,0.147435897435897,0.211538461538462,0,0.211538461538462,0.192307692307692,0,0.192307692307692,0.448717948717949,0.448717948717949,0.358974358974359,0.0897435897435897,0,0.0897435897435897,0,0,0,156,67,89,0.429487179487179,0.57051282051282
1500000US720034302004,720034302004,"Block Group 4, Census Tract 4302, Aguada Municipio, Puerto Rico",1093,269,0,177,33,24,0,0.246111619396157,0,0.161939615736505,0.030192131747484,0.0219579139981702,0,1206,574,574,550,24,0,632,0.475953565505804,0.475953565505804,0.456053067993367,0.0199004975124378,0,0.524046434494196,375,155,24,50,0,0,0,20,0,13,22,60,31,0,0,0,0,9722,11712,16205,,6268,,,512,306,202,59,143,23,120,104,72,32,206,173,42,131,42,89,33,0,33,0.59765625,0.39453125,0.115234375,0.279296875,0.044921875,0.234375,0.203125,0.140625,0.0625,0.40234375,0.337890625,0.08203125,0.255859375,0.08203125,0.173828125,0.064453125,0,0.064453125,512,305,207,0.595703125,0.404296875
1500000US720034303001,720034303001,"Block Group 1, Census Tract 4303, Aguada Municipio, Puerto Rico",447,121,21,28,0,0,10,0.270693512304251,0.0469798657718121,0.0626398210290828,0,0,0.0223713646532438,522,196,196,180,16,0,326,0.375478927203065,0.375478927203065,0.344827586206897,0.0306513409961686,0,0.624521072796935,178,59,52,0,0,13,17,0,0,0,0,21,0,16,0,0,0,13966,14181,16705,6012,,,,237,158,111,12,99,23,76,47,15,32,79,67,29,38,0,38,12,12,0,0.666666666666667,0.468354430379747,0.0506329113924051,0.417721518987342,0.0970464135021097,0.320675105485232,0.19831223628692,0.0632911392405063,0.135021097046414,0.333333333333333,0.282700421940928,0.122362869198312,0.160337552742616,0,0.160337552742616,0.0506329113924051,0.0506329113924051,0,237,158,79,0.666666666666667,0.333333333333333
1500000US720034303002,720034303002,"Block Group 2, Census Tract 4303, Aguada Municipio, Puerto Rico",454,111,16,68,11,0,0,0.244493392070485,0.0352422907488987,0.149779735682819,0.0242290748898678,0,0,487,150,150,91,59,0,337,0.308008213552361,0.308008213552361,0.186858316221766,0.121149897330596,0,0.691991786447639,177,62,40,36,0,0,20,0,0,0,19,0,0,0,0,0,0,8056,8611,,8299,,,,243,138,102,15,87,36,51,36,19,17,105,75,55,20,0,20,30,30,0,0.567901234567901,0.419753086419753,0.0617283950617284,0.358024691358025,0.148148148148148,0.209876543209877,0.148148148148148,0.0781893004115226,0.0699588477366255,0.432098765432099,0.308641975308642,0.226337448559671,0.0823045267489712,0,0.0823045267489712,0.123456790123457,0.123456790123457,0,243,135,108,0.555555555555556,0.444444444444444
1500000US720034303003,720034303003,"Block Group 3, Census Tract 4303, Aguada Municipio, Puerto Rico",843,162,30,59,64,0,0,0.192170818505338,0.0355871886120997,0.069988137603796,0.0759193357058126,0,0,902,356,356,318,38,0,546,0.394678492239468,0.394678492239468,0.352549889135255,0.0421286031042129,0,0.605321507760532,244,110,27,9,15,28,13,0,0,16,17,0,9,0,0,0,0,10076,13750,14849,,7704,15380,6808,389,246,152,75,77,44,33,94,39,55,143,92,74,18,0,18,51,17,34,0.632390745501285,0.390745501285347,0.19280205655527,0.197943444730077,0.113110539845758,0.0848329048843188,0.241645244215938,0.10025706940874,0.141388174807198,0.367609254498715,0.236503856041131,0.190231362467866,0.0462724935732648,0,0.0462724935732648,0.131105398457584,0.0437017994858612,0.0874035989717224,389,257,132,0.660668380462725,0.339331619537275
1500000US720034304011,720034304011,"Block Group 1, Census Tract 4304.01, Aguada Municipio, Puerto Rico",1034,241,87,77,66,0,0,0.233075435203095,0.0841392649903288,0.074468085106383,0.0638297872340426,0,0,1221,432,432,362,70,0,789,0.353808353808354,0.353808353808354,0.296478296478297,0.0573300573300573,0,0.646191646191646,338,35,41,69,36,18,0,24,57,0,25,33,0,0,0,0,0,16189,20870,25656,,12059,,8487,405,171,127,80,47,0,47,44,13,31,234,211,166,45,16,29,23,23,0,0.422222222222222,0.31358024691358,0.197530864197531,0.116049382716049,0,0.116049382716049,0.108641975308642,0.0320987654320988,0.0765432098765432,0.577777777777778,0.520987654320988,0.409876543209877,0.111111111111111,0.0395061728395062,0.0716049382716049,0.0567901234567901,0.0567901234567901,0,405,203,202,0.501234567901235,0.498765432098765
1500000US720034304012,720034304012,"Block Group 2, Census Tract 4304.01, Aguada Municipio, Puerto Rico",1180,263,0,235,43,0,0,0.222881355932203,0,0.199152542372881,0.0364406779661017,0,0,1400,642,642,540,102,0,758,0.458571428571429,0.458571428571429,0.385714285714286,0.0728571428571429,0,0.541428571428572,383,150,74,48,24,15,0,11,30,0,0,31,0,0,0,0,0,8222,8844,,7797,6875,26129,4328,522,412,302,134,168,26,142,110,53,57,110,81,81,0,0,0,29,29,0,0.789272030651341,0.578544061302682,0.256704980842912,0.32183908045977,0.0498084291187739,0.272030651340996,0.210727969348659,0.101532567049808,0.109195402298851,0.210727969348659,0.155172413793103,0.155172413793103,0,0,0,0.0555555555555556,0.0555555555555556,0,522,389,133,0.745210727969349,0.254789272030651
1500000US720034304013,720034304013,"Block Group 3, Census Tract 4304.01, Aguada Municipio, Puerto Rico",1188,342,71,125,48,0,0,0.287878787878788,0.0597643097643098,0.105218855218855,0.0404040404040404,0,0,1329,523,523,500,23,0,806,0.393528969149737,0.393528969149737,0.376222723852521,0.017306245297216,0,0.606471030850263,360,53,42,32,37,20,51,37,0,14,42,14,0,18,0,0,0,15583,15711,19572,13961,,16971,,460,192,127,87,40,0,40,65,65,0,268,233,233,0,0,0,35,14,21,0.417391304347826,0.276086956521739,0.189130434782609,0.0869565217391304,0,0.0869565217391304,0.141304347826087,0.141304347826087,0,0.582608695652174,0.506521739130435,0.506521739130435,0,0,0,0.0760869565217391,0.0304347826086957,0.0456521739130435,460,252,208,0.547826086956522,0.452173913043478
1500000US720034304021,720034304021,"Block Group 1, Census Tract 4304.02, Aguada Municipio, Puerto Rico",1247,297,48,209,0,0,0,0.238171611868484,0.0384923817161187,0.167602245388933,0,0,0,1406,496,496,427,69,0,910,0.352773826458037,0.352773826458037,0.303698435277383,0.0490753911806543,0,0.647226173541963,362,90,45,61,50,15,20,30,0,28,12,11,0,0,0,0,0,12553,9955,11103,9410,18125,18552,,505,250,146,106,40,14,26,104,56,48,255,216,159,57,24,33,39,39,0,0.495049504950495,0.289108910891089,0.20990099009901,0.0792079207920792,0.0277227722772277,0.0514851485148515,0.205940594059406,0.110891089108911,0.095049504950495,0.504950495049505,0.427722772277228,0.314851485148515,0.112871287128713,0.0475247524752475,0.0653465346534654,0.0772277227722772,0.0772277227722772,0,505,303,202,0.6,0.4
1500000US720034304022,720034304022,"Block Group 2, Census Tract 4304.02, Aguada Municipio, Puerto Rico",1252,338,22,209,16,0,0,0.269968051118211,0.0175718849840256,0.166932907348243,0.012779552715655,0,0,1605,693,693,587,106,0,912,0.431775700934579,0.431775700934579,0.365732087227414,0.0660436137071651,0,0.568224299065421,456,101,88,63,83,24,29,0,23,27,9,0,0,0,0,9,0,8364,7180,16458,5959,9695,16406,7107,581,366,254,96,158,14,144,112,17,95,215,202,172,30,14,16,13,0,13,0.629948364888124,0.437177280550775,0.165232358003442,0.271944922547332,0.0240963855421687,0.247848537005164,0.192771084337349,0.0292598967297762,0.163511187607573,0.370051635111876,0.347676419965577,0.296041308089501,0.0516351118760757,0.0240963855421687,0.0275387263339071,0.0223752151462995,0,0.0223752151462995,581,330,251,0.567986230636833,0.432013769363167
1500000US720034304023,720034304023,"Block Group 3, Census Tract 4304.02, Aguada Municipio, Puerto Rico",916,191,12,108,32,0,18,0.208515283842795,0.0131004366812227,0.117903930131004,0.0349344978165939,0,0.0196506550218341,981,368,368,266,102,0,613,0.375127420998981,0.375127420998981,0.271151885830785,0.103975535168196,0,0.624872579001019,316,88,47,56,17,22,0,16,18,0,19,0,0,0,9,24,0,12340,13229,,11250,,,7554,359,206,163,75,88,20,68,43,43,0,153,153,136,17,0,17,0,0,0,0.573816155988858,0.454038997214485,0.20891364902507,0.245125348189415,0.0557103064066852,0.18941504178273,0.119777158774373,0.119777158774373,0,0.426183844011142,0.426183844011142,0.37883008356546,0.0473537604456825,0,0.0473537604456825,0,0,0,359,247,112,0.688022284122563,0.311977715877437
1500000US720034305011,720034305011,"Block Group 1, Census Tract 4305.01, Aguada Municipio, Puerto Rico",851,152,36,134,0,0,0,0.1786133960047,0.0423031727379554,0.157461809635723,0,0,0,960,392,392,337,55,0,568,0.408333333333333,0.408333333333333,0.351041666666667,0.0572916666666667,0,0.591666666666667,230,60,42,59,0,0,27,0,0,0,0,16,26,0,0,0,0,15682,11863,12123,,,,,300,208,161,140,21,21,0,47,21,26,92,69,69,0,0,0,23,0,23,0.693333333333333,0.536666666666667,0.466666666666667,0.07,0.07,0,0.156666666666667,0.07,0.0866666666666667,0.306666666666667,0.23,0.23,0,0,0,0.0766666666666667,0,0.0766666666666667,300,143,157,0.476666666666667,0.523333333333333
